Invitro_A1.dedup	1.30147e+10	4.04517	10000000	1000	0.50914	0.288256	73.1155	0.528241966213922	0.990097856604139	0.535276354718634	0.312674429174811	Mycoplasma-97.95-0.46-25-98.9
Invitro_A2.dedup	1.24026e+10	3.85492	10000000	1000	0.450479	0.733198	63.6612	1.1065070902206	1.04276127459957	0.538654211367023	0.246762544262724	Mycoplasma-55.8-0.01-31-98.22,Propionibacterium-40.07-0.01-1-100
Invitro_B1.dedup	1.74073e+10	5.41045	10000000	1000	0.361212	0.275032	83.2253	0.33428260109131	0.975485633945131	0.517138618832565	0.127575687743325	Propionibacterium-100-0.07-8-99.25
Invitro_B2.dedup	6.10518e+09	1.89758	10000000	1000	0.304802	0.167812	61.0078	0.343211908077123	0.978834420450361	0.520963268726973	0.141458265719416	
Invitro_Bulk.dedup	9.55089e+10	29.6856	10000000	1000	0.133976	0.0793286	89.4038	0.267101853794902	1.01902929266062	0.518291224140587	0.158720646564574	Enterobacter-25.69-0.72-163-97.03,Streptococcus-21.02-0.59-69-97.24,Rothia-17.54-0.49-73-98.63,Prevotella-4.38-0.12-17-98.11,Fusobacterium-3.29-0.09-9-99.4,Neisseria-3.27-0.09-15-98.57,Clostridiales-Family-XI.-Incertae-Sedis{family},Veillonella-1.72-0.04-5-97.33,Campylobacter-1.51-0.04-5-96.26,Citrobacter-1.42-0.04-4-99.16,Atopobium-1.28-0.03-4-96.33,Actinomyces-1-0.02-3-97.77,Gemella-0.89-0.02-3-97.87,Salmonella-0.73-0.02-2-100,Klebsiella-0.72-0.02-2-98.66,Escherichia-0.65-0.01-1-100,Propionibacterium-0.65-0.01-2-100,Edwardsiella-0.56-0.01-1-99.31,Leptotrichia-0.55-0.01-2-93.98,Sphingomonas-0.46-0.01-1-96.6,Haemophilus-0.42-0.01-1-98.67,Oribacterium-0.33-0-1-100,Granulicatella-0.23-0-1-97.99,Capnocytophaga-0.14-0-1-98.67
Invitro_C1.dedup	8.15341e+09	2.5342	10000000	1000	0.306745	0.227027	68.5487	0.330676367620143	0.971452612654033	0.518417422527924	0.140422806714175	Meiothermus-100-0-1-99.33
Invitro_C2.dedup	1.24995e+10	3.88503	10000000	1000	0.290031	0.135902	78.1459	0.347316727180189	0.967607579252667	0.517493571858767	0.150950826402352	
Invitro_D1.dedup	1.22499e+10	3.80745	10000000	1000	0.283504	0.272107	76.8067	0.367801911057369	0.976136139304754	0.519622690893893	0.134041543132854	
Invitro_D2.dedup	1.74612e+10	5.4272	10000000	1000	0.318741	0.266673	82.3793	0.34829327212925	0.973877250132978	0.522551744290283	0.164604271025392	
Invitro_E1.dedup	1.03625e+10	3.22082	10000000	1000	0.42348	0.339195	74.0415	0.321603019995379	0.970823194988159	0.516819753060492	0.122499114224091	
Invitro_E2.dedup	1.58463e+10	4.92527	10000000	1000	0.306346	0.212541	77.9743	0.51927231151677	1.00508332296549	0.551612232155247	0.400007214793456	
Invitro_F1.dedup	4.68434e+09	1.45596	10000000	1000	0.313397	0.0730497	51.6185	0.369712192109769	0.996476562309136	0.53911075885575	0.291856721303048	
Invitro_F2.dedup	1.54185e+10	4.7923	10000000	1000	0.35311	0.198017	81.2236	0.336453242668038	0.971626714892799	0.51984482640432	0.148282233890004	Meiothermus-100-0.02-2-99.66
Invitro_G1.dedup	1.15862e+10	3.60117	10000000	1000	0.424637	0.0615412	77.2826	0.430152402335924	0.982601657938072	0.520921503996076	0.117287380239513	
Invitro_G2.dedup	1.22762e+10	3.81563	10000000	1000	0.381562	0.20324	78.0745	0.374597078693572	0.976419890715502	0.519730566657828	0.153026634900733	
Invitro_H1.dedup	6.65665e+11	206.899	10000000	1000	0.624363	0.348138	89.7559	0.348370569746859	0.970507050824173	0.517244565088555	0.137355996390947	
Invitro_H2.dedup	1.06819e+10	3.3201	10000000	1000	0.343741	0.0606235	76.4627	0.381515980542139	0.975143135175279	0.519105487193141	0.144533846081974	Mycoplasma-100-0.05-3-97.99
