Invitro_A1.dedup	4.07152e+10	12.6549	10000000	1000	0.467684	0.286545	85.4904	0.524477083351219	0.988474207485156	0.53457529409123	0.31401741233952	Mycoplasma-100-1.51-81-98.95
Invitro_A2.dedup	6.21553e+10	19.3188	10000000	1000	0.408381	0.705726	79.7454	1.12141255079041	1.03765057324928	0.53845038226457	0.243436522025812	Mycoplasma-99.5-2.62-140-98.79,Propionibacterium-0.49-0.01-1-100
Invitro_B1.dedup	9.22039e+10	28.6584	10000000	1000	0.309885	0.273308	88.9159	0.33691237549622	0.975338415098109	0.517166817868358	0.12735481941209	Propionibacterium-81-0.19-28-99.5,Streptococcus-11.24-0.02-4-100,Micrococcus-7.75-0.01-3-100
Invitro_B2.dedup	1.23154e+11	38.2781	10000000	1000	0.337319	0.163033	89.2217	0.336258827547369	0.969703861193184	0.517386817473027	0.137348333553781	Mycoplasma-52.06-0.09-5-99.19,Meiothermus-24.56-0.04-3-99.33,Propionibacterium-23.36-0.04-3-99.33
Invitro_C1.dedup	1.81941e+10	5.655	10000000	1000	0.271026	0.221708	82.5857	0.324855985043277	0.965651827068369	0.515687755622718	0.13680843051521	Meiothermus-100-0-1-99.33
Invitro_C2.dedup	6.36088e+10	19.7706	10000000	1000	0.314714	0.131985	88.4967	0.348449132340515	0.967138874957694	0.517610594767948	0.151070529439868	Rothia-100-0.01-1-98
Invitro_D1.dedup	2.61551e+10	8.1294	10000000	1000	0.259723	0.267233	85.4884	0.371214173135894	0.976348722220838	0.519528471842617	0.133500328901614	Meiothermus-66.39-0.01-1-99.33,Propionibacterium-33.6-0-1-100
Invitro_D2.dedup	4.99915e+10	15.5381	10000000	1000	0.301455	0.258548	88.2775	0.34333822694283	0.970212618798857	0.520572997483792	0.167932572560991	Mycoplasma-82.35-0.14-8-98.83,Propionibacterium-17.64-0.03-3-98.89
Invitro_E1.dedup	2.35083e+10	7.30673	10000000	1000	0.317065	0.227668	80.6569	0.303945445004224	0.995470735919056	0.520277545344722	0.126972421566268	Propionibacterium-50.3-0.01-2-99.33,Meiothermus-49.69-0.01-1-98.67
Invitro_E2.dedup	9.67981e+10	30.0863	10000000	1000	0.279423	0.214433	87.787	0.522504687237245	1.0029723319337	0.550849057485769	0.396531860273887	Propionibacterium-82.67-0.01-2-100,Meiothermus-17.32-0-1-98
Invitro_F1.dedup	6.62052e+10	20.5776	10000000	1000	0.310105	0.0722164	88.4061	0.361017313637363	0.985009697551772	0.534954667094697	0.294480388493418	Mycoplasma-87.72-0.35-19-98.69,Propionibacterium-12.27-0.04-15-99.42
Invitro_F2.dedup	1.02413e+11	31.8315	10000000	1000	0.375646	0.196757	88.8491	0.339825912903417	0.971517793029755	0.519693149342136	0.147330071539045	Meiothermus-51.67-0.02-2-99.66,Providencia-29.57-0.01-1-98,Propionibacterium-18.75-0-3-100
Invitro_G1.dedup	5.74721e+10	17.8632	10000000	1000	0.352447	0.0590637	88.6177	0.446319775425344	0.97710912809103	0.518121257238557	0.111957374874024	Mycoplasma-63.21-0.09-5-98.93,Providencia-19.54-0.02-2-98,Propionibacterium-10.58-0.01-3-98.89,Meiothermus-6.64-0-1-99.33
Invitro_G2.dedup	1.5619e+11	48.5462	10000000	1000	0.35999	0.199378	89.4936	0.378762168184601	0.972339919533772	0.517138984500426	0.148014699358213	Propionibacterium-65.04-0.01-3-99.77,Pseudomonas-34.95-0-1-96
Invitro_H1.dedup	6.65665e+11	206.899	10000000	1000	0.624363	0.348138	89.7559	0.348370569746859	0.970507050824173	0.517244565088555	0.137355996390947	
Invitro_H2.dedup	1.28051e+11	39.8002	10000000	1000	0.351433	0.0576881	89.1898	0.392926622317927	0.973193139126894	0.518470826507481	0.14406991005744	Mycoplasma-93.19-0.43-23-98.92,Propionibacterium-6.8-0.03-3-100
